Matte Perfection Lightweight Tinted Moisturizer ,P448496,"Aqua (Water), Dimethicone, Talc, Ci 77891 (Titanium Dioxide), Silica, Cetyl Peg/Ppg-10/1 Dimethicone, Glycerin, Neopentyl Glycol Diheptanoate, Polymethylsilsesquioxane, Hdi/Trimethylol Hexyllactone Crosspolymer, Isododecane, Phenoxyethanol, Sodium Chloride, Ethylene Brassylate, Magnesium Sulfate, Dimethicone/Vinyl Dimethicone Crosspolymer, Sodium Dehydroacetate, Hydrogen Dimethicone, Potassium Sorbate, Quaternium-18 Hectorite, Benzoic Acid, Aluminum Hydroxide, Triethoxycaprylylsilane, Ci 77492 (Iron Oxides), Dehydroacetic Acid, Propylene Carbonate, Ethylhexylglycerin, Ci 77491 (Iron Oxides), Ci 77499 (Iron Oxides)."
Honey Infused Lip Oil,P505233,"-Mirsalehi Honey: Is a powerful humectant that prevents moisture loss while caring for and nurturing lips.<br>-Hyaluronic Acid Ultra Filling Spheres&trade;: Penetrate deeper into the dermis to hydrate, smooth, and visibly plump.<br>-Mirsalehi-Bee-Garden Oil Blend: Is an antioxidant powerhouse that visibly restores and strengthens the skin barrier. <br><br>Polyglyceryl-2 Isostearate/Dimer Dilinoleate Copolymer, Dilinoleic Acid/Propanediol Copolymer, Vitis Vinifera (Grape) Seed Oil, Carthamus Tinctorius (Safflower) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Mauritia Flexuosa Fruit Oil, Vaccinium Myrtillus Seed Oil, Mel (Honey, Miel), Oenothera Biennis (Evening Primrose) Oil, Rosa Canina Fruit Oil, Tocopherol, Ethylhexyl Palmitate, Trihydroxystearin, Sodium Hyaluronate, Glucomannan, Aroma (Flavor), Calendula Officinalis Flower Extract, Daucus Carota Sativa (Carrot) Root Extract, Citrus Aurantium Bergamia (Bergamot) Fruit Extract, Propolis Cera (Propolis Wax, Cire De Propolis), Citronellol, Geraniol, Linalool, Limonene, Citral.<br><br><b>Clean at Sephora products are formulated without the following banned or restricted ingredients (please see Clean at Sephora landing page for full list of specific restrictions and allowances by category&mdash;this is not an exhaustive list):</b> <br>Acrylates, Aluminum Salts, Animal Musks/Fats/Oils, Benzophenones and related compounds, Butoxyethanol, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) under 0.1%, Carbon Black or Black 2, Coal Tar, Ethanolamines, Formaldehyde and Formaldehyde Releasing Agents, Hydroquinone, Lead and Lead Acetate, Mercury + Mercury Compounds (Thimerisol), Methoxyethanol, Methyl Cellosolve, Methylchloroisothiazolinone and Methylisothiazolinone, Mineral Oil, Nanomaterials (restrictions for specific nanomaterials only), Oxybenzone, Parabens, Petrolatum and Paraffin (USP grade only), Phenoxyethanol under 1%, Phthalates, Plastic Microbeads, Polyacrylamide & Acrylamide, Resorcinol, Retinyl Palmitate, Styrene, Sulfates, Talc (no detection of asbestos), Toluene, Triclosan and Triclocarban, Undisclosed Synthetic Fragrance (under 1% and formulated without Acetaldehyde, Acetone, Acetonitrile, Benzalkonium chloride, BPA, EDTA, Methylene chloride, PTFE, PFOA), 1,4-Dioxane (ingredients must comply with impurity thresholds), Octinoxate, PFAS compounds, Nitromusks and Polycyclic Musks, Ethoxylated Ingredients (including PEGS or polyethylene glycol must meet contamination limits for 1,4-Dioxane and ethylene oxide), Cyclic Silicones, EDTA and derivatives (allowed if no technical substitute under 0.2%)."
Beauty Highlighter Wand,P444154,"-Soft Focus Silica: Rich velvety texture blurs imperfections.<br>-Lustrous Polymers: Enhances skin luminosity with a silky-smooth texture. <br>-Sensorial Oil: Imparts a silky soft feel and shine.<br><br>Aqua/Water/Eau, Hydrogenated Didecene, Isododecane, Mica, Glycerin, Propanediol, Cetyl Peg/Ppg-10/1 Dimethicone, Silica, Sodium Chloride, Hydrogenated Styrene/Isoprene Copolymer, Hydroxyacetophenone, Polyglyceryl-4 Isostearate, 1,2-Hexanediol, Caprylyl Glycol, Triethoxycaprylylsilane, Trisodium Ethylenediamine Disuccinate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Lindera Strychnifolia Root Extract, Phenoxyethanol, Ethylhexylglycerin, [+/- Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Carmine."
Mini Revealer Super Creamy + Brightening Concealer with Caffeine and Hyaluronic Acid,P503996,"-Caffeine and Pink Algae Extract: Fights dark circles, puffiness, and dullness.<br>-Hyaluronic Acid and Peptides: Hydrate and visibly plump for supple, juicy skin. <br>-Arnica and Panthenol: The ultimate skin-calming tool for blemishes and redness.<br><br>Aqua/Water/Eau, Caprylic/Capric Triglyceride, Mica, Octyldodecanol, Polyglyceryl-2 Dipolyhydroxystearate, Ethylhexyl Olivate, Undecane, Glycerin, Polyhydroxystearic Acid, Polyglyceryl-3 Diisostearate, Galactoarabinan, Helianthus Annuus (Sunflower) Seed Cera (Wax), Tridecane, Propanediol, Lecithin, Glyceryl Oleate, Pentylene Glycol, Panthenol, Sodium Hyaluronate, Palmitoyl Tripeptide-5, Caffeine, Squalane, Dunaliella Salina (Algae) Extract, Tocopherol, Maltodextrin, Arnica Montana (Arnica) Flower Extract, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Foeniculum Vulgare (Fennel) Fruit Oil,  Potassium Sorbate, Sodium Benzoate, Glycine Soja (Soybean) Oil, Phenethyl Alcohol, Ascorbyl Palmitate, Hydrogenated Palm Glycerides Citrate, Phytosterols  [May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499)]<br><br><b>Clean at Sephora products are formulated without the following banned or restricted ingredients (please see Clean at Sephora landing page for full list of specific restrictions and allowances by category &ndash; this is not an exhaustive list):</b> <br>Acrylates, Aluminum Salts, Animal Musks/Fats/Oils, Benzophenones and related compounds, Butoxyethanol, Butylated hydroxyanisole (BHA), Butylated hydroxytulolene (BHT) under 0.1%, Carbon Black or Black 2, Coal Tar, Ethanolamines, Formaldehyde and Formaldehyde Releasing Agents, Hydroquinone, Lead and Lead Acetate, Mercury + Mercury Compounds (Thimerisol), Methoxyethanol, Methyl Cellosolve, Methylchloroisothiazolinone and Methylisothiazolinone, Mineral Oil, Nanomaterials (restrictions for specific nanomaterials only), Oxybenzone, Parabens, Petrolatum and Parrafin (USP grade only), Phenoxyethanol under 1%, Phthalates, Plastic Microbeads, Polyacrylamide & Acrylamide, Resorcinol, Retinyl Palmitate, Styrene, Sulfates, Talc (no detection of asbestos) , Toluene, Triclosan and Triclocarban, Undisclosed Synthetic Fragrance (under 1% and formulated without Acetaldehyde, Acetone, Acetonitrile, Benzalkonium chloride, BPA, EDTA, Methylene chloride, PTFE, PFOA), 1, 4, Dioxane (ingredients must comply with impurity thresholds), Octinoxate, PFAS compounds, Nitromusks and Polycyclic Musks, Ethoxylated Ingredients (including PEGS or polyethylene glycol must meet contamination limits for 1&rsquo;4 Dioxane and ethylene oxide), Cyclic Silicones, EDTA and derivatives (allowed if no technical substitute under 0.2%)"
Mini Pillow Talk Lipstick & Liner Set,P458268,"SHADE: Lip Cheat in PILLOW TALK MEDIUM<br>
INGREDIENTS: CYCLOPENTASILOXANE, SYNTHETIC WAX, POLYBUTENE, ISODODECANE, HYDROGENATED COTTONSEED OIL, MICA, CERESIN, OZOKERITE, MICROCRYSTALLINE WAX/CERA MICROCRISTALLINA/CIRE MICROCRISTALLINE, ETHYLHEXYL PALMITATE, SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL, TOCOPHEROL, ASCORBYL PALMITATE, SILICA DIMETHYL SILYLATE, BUTYLENE GLYCOL, CAPRYLYL GLYCOL, PHENOXYETHANOL, SODIUM HYALURONATE, HEXYLENE GLYCOL, [+/- TITANIUM DIOXIDE (CI 77891), IRON OXIDES (CI 77491, CI 77492, CI 77499), RED 7 LAKE (CI 15850)].<br><br>

SHADE: Matte Revolution in PILLOW TALK  MEDIUM
INGREDIENTS: NEOPENTYL GLYCOL DICAPRYLATE/DICAPRATE, TRIMETHYLOLPROPANE TRIISOSTEARATE, DIMETHICONE, MICROCRYSTALLINE WAX/CERA MICROCRISTALLINA/CIRE MICROCRISTALLINE, POLYETHYLENE, POLYBUTENE, DIMETHICONE CROSSPOLYMER, SILICA, MICA, ETHYL VANILLIN, CAPRYLIC/CAPRIC TRIGLYCERIDE, TOCOPHEROL, DICALCIUM PHOSPHATE, CARTHAMUS TINCTORIUS (SAFFLOWER) SEED OIL, ZEA MAYS (CORN) OIL, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, CARICA PAPAYA (PAPAYA) FRUIT EXTRACT, PHALAENOPSIS AMABILIS EXTRACT, BIXA ORELLANA SEED EXTRACT, TOCOPHERYL ACETATE, TIN OXIDE, [+/- TITANIUM DIOXIDE (CI 77891), IRON OXIDES (CI 77491, CI 77492), RED 7 LAKE (CI 15850), BLUE 1 LAKE (CI 42090)]. "
Limitless Lash Lengthening Clean Mascara,P431750,"<p>-Arginine (Keratin): Haircare hero that helps fortify and reinforce lashes from within.</p><p>-Organic Shea Butter: Weightlessly conditions and adds a soft, flexible feel.</p><p>-Beeswax: Helps seal in moisture for nourished, healthy-looking lashes.</p><p><br></p><p> Water, Beeswax*, Butyrospermum Parkii (Shea) Butter*, Polyglyceryl-6 Distearate, Dimer Dilinoleyl Dimer Dilinoleate, Glycerin, Cera Carnauba/Copernicia Cerifera (Carnauba) Wax *, Polyglyceryl-10 Myristate, Cetyl Alcohol, Glyceryl Caprylate, Leuconostoc/Radish Root Ferment Filtrate, Zea Mays (Corn) Starch*, Xanthan Gum, Arginine, Phenethyl Alcohol, Biotin, Urtica Dioica (Nettle) Extract, 1,2-Hexanediol, Caprylyl Glycol, Sodium Benzoate, Citric Acid, Potassium Sorbate, Benzoic Acid, Myristoyl Pentapeptide-17, Iron Oxide (Ci 77499).</p><p><br></p><p><br></p><p><br></p><p><strong>Clean at Sephora products are formulated without the following banned or restricted ingredients (please see Clean at Sephora landing page for full list of specific restrictions and allowances by category – this is not an exhaustive list): </strong></p><p> Acrylates, Aluminum Salts, Animal Musks/Fats/Oils, Benzophenones and related compounds, Butoxyethanol, Butylated hydroxyanisole (BHA), Butylated hydroxytulolene (BHT) under 0.1% , Carbon Black or Black 2, Coal Tar, Ethanolamines, Formaldehyde and Formaldehyde Releasing Agents, Hydroquinone, Lead and Lead Acetate, Mercury + Mercury Compounds (Thimerisol), Methoxyethanol, Methyl Cellosolve, Methylchloroisothiazolinone and Methylisothiazolinone, Mineral Oil, Nanomaterials (restrictions for specific nanomaterials only), Oxybenzone, Parabens, Petrolatum and Parrafin (USP grade only), Phenoxyethanol under 1%, Phthalates, Plastic Microbeads, Polyacrylamide &amp; Acrylamide, Resorcinol, Retinyl Palmitate, Styrene, Sulfates, Talc (no detection of asbestos) , Toluene, Triclosan and Triclocarban, Undisclosed Synthetic Fragrance (under 1% and formulated without Acetaldehyde, Acetone, Acetonitrile, Benzalkonium chloride, BPA, EDTA, Methylene chloride, PTFE, PFOA), 1, 4, Dioxane (ingredients must comply with impurity thresholds), Octinoxate, PFAS compounds, Nitromusks and Polycyclic Musks, Ethoxylated Ingredients (including PEGS or polyethylene glycol must meet contamination limits for 1’4 Dioxane and ethylene oxide), Cyclic Silicones, EDTA and derivatives (allowed if no technical substitute under 0.2%)</p>"
Eyelash Curler,P244437,
Mini Strong Hold Clear Brow Gel,P454751,"Water/Eau/Aqua, Alcohol Denat., Vp/Va Copolymer, Propylene Glycol, Carbomer, Glycerin, Aminomethyl Propanol, Hydrolyzed Glycosaminoglycans, Butylene Glycol, Chamomilla Recutita (Matricaria) Flower Extract, Sodium Hyaluronate, Tetrasodium Edta, Phenoxyethanol, Methylparaben, Propylparaben."
Charged Up Liquid Eyeshadow,P479856,"Isododecane, Mica, CI 77891 (Titanium Dioxide), Calcium Titanium Borosilicate, Trimethylsiloxysilicate, Glyceryl Tribehenate/Isostearate/Eicosandioate, Octyldodecanol, Hydrogenated Styrene/Isoprene Copolymer, CI 77491 (Iron Oxides), Disteardimonium Hectorite, Alcohol Denat., Caprylic/Capric Triglyceride, Polyhydroxystearic Acid, Polyisoprene, Tin Oxide, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, CI 75470 (Carmine), Isostearic Acid, Lecithin, Polyglyceryl-3 Polyricinoleate, Aqua (Water), Butyrospermum Parkii Butter (Butyrospermum Parkii (Shea Butter)), Talc, Butyrospermum Parkii (Shea Butter) Unsaponifiables, BHT."
B-Goldi™ Bright Illuminating Drops with 5% Niacinamide,P507099,"-5% Niacinamide: Aka vitamin B3, improves visible signs of aging, uneven tone, and texture.<br>-Diglucosyl Gallic Acid: Inhibits excess melanin production, soothes skin, and provides antioxidant benefits.  <br>-Morus Alba Leaf Extract: Soothes skin and improves the look of hyperpigmentation.<br><br>Water/Aqua/Eau, Glycerin, Butylene Glycol, Niacinamide, Propanediol, Neopentyl Glycol Diheptanoate, Mica, Ethylhexyl Olivate, C9-12 Alkane, Coco-Caprylate/Caprate, Sclerocarya Birrea Seed Oil, Cetearyl Alcohol, Simmondsia Chinensis (Jojoba) Seed Oil, Diglucosyl Gallic Acid, Squalane, Sorbitan Sesquiisostearate, Plukenetia Volubilis Seed Oil, Morus Alba Leaf Extract, Calcium Chloride, Sea Salt/Maris Sal/Sel Marin, Sodium Stearate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Tocopheryl Acetate, Quercetin, PPG-8-Ceteth-20, Sodium Carrageenan, Glyceryl Acrylate/Acrylic Acid Copolymer, Xanthan Gum, Phenoxyethanol, Sodium Metabisulfite, Ubiquinone, Acrylates/Beheneth-25 Methacrylate Copolymer, C12-15 Alkyl Benzoate, Citric Acid, Tetrasodium Glutamate Diacetate, Sodium Citrate, Ceteareth-20, Dipropylene Glycol, Tocopherol, Sorbitan Isostearate, Polysorbate 60, Sodium Hydroxide, Sorbeth-30 Tetraisostearate, Iron Oxides (CI 77491), Iron Oxides (CI 77492), Titanium Dioxide (CI 77891).<br><br><b>Clean at Sephora products are formulated without the following banned or restricted ingredients (please see Clean at Sephora landing page for full list of specific restrictions and allowances by category&mdash;this is not an exhaustive list):</b> <br>Acrylates, Aluminum Salts, Animal Musks/Fats/Oils, Benzophenones and related compounds, Butoxyethanol, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) under 0.1%, Carbon Black or Black 2, Coal Tar, Ethanolamines, Formaldehyde and Formaldehyde Releasing Agents, Hydroquinone, Lead and Lead Acetate, Mercury + Mercury Compounds (Thimerisol), Methoxyethanol, Methyl Cellosolve, Methylchloroisothiazolinone and Methylisothiazolinone, Mineral Oil, Nanomaterials (restrictions for specific nanomaterials only), Oxybenzone, Parabens, Petrolatum and Paraffin (USP grade only), Phenoxyethanol under 1%, Phthalates, Plastic Microbeads, Polyacrylamide & Acrylamide, Resorcinol, Retinyl Palmitate, Styrene, Sulfates, Talc (no detection of asbestos), Toluene, Triclosan and Triclocarban, Undisclosed Synthetic Fragrance (under 1% and formulated without Acetaldehyde, Acetone, Acetonitrile, Benzalkonium chloride, BPA, EDTA, Methylene chloride, PTFE, PFOA), 1,4-Dioxane (ingredients must comply with impurity thresholds), Octinoxate, PFAS compounds, Nitromusks and Polycyclic Musks, Ethoxylated Ingredients (including PEGS or polyethylene glycol must meet contamination limits for 1,4-Dioxane and ethylene oxide), Cyclic Silicones, EDTA and derivatives (allowed if no technical substitute under 0.2%)."
Lip Glowy Balm Peppermint,P508675,"<p>HYDROGENATED POLYISOBUTENE,
PHYTOSTERYL/ISOSTEARYL/CETYL/STEARYL/BEHENYL DIMER DILINOLEATE, HYDROGENATED POLY(C6-14 OLEFIN), DIISOSTEARYL MALATE, POLYBUTENE, PHYTOSTERYL ISOSTEARYL DIMER DILINOLEATE, MICROCRYSTALLINE WAX / CERA MICROCRISTALLINA / CIRE MICROCRISTALLINE, BUTYROSPERMUM PARKII (SHEA) BUTTER, SUCROSE TETRASTEARATE TRIACETATE, ETHYLENE/PROPYLENE/STYRENE COPOLYMER, SYNTHETIC WAX, MICA, EUPHORBIA CERIFERA (CANDELILLA) WAX / EUPHORBIA CERIFERA CERA / CIRE DE CANDELILLA, ASTROCARYUM MURUMURU SEED BUTTER, FRAGRANCE / PARFUM, CANDELILLA WAX ESTERS, DIMETHICONE, DEHYDROACETIC ACID, TITANIUM DIOXIDE (CI 77891), BUTYLENE/ ETHYLENE/STYRENE COPOLYMER, METHICONE, POLYGLYCERYL-2 TRIISOSTEARATE, COPERNICIA CERIFERA (CARNAUBA) WAX / COPERNICIA CERIFERA CERA / CIRE DE CARNAUBA, LIMONENE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, LINALOOL, TOCOPHEROL, BHT					</p>"
Holiday Lip Set,P507198,"<b>PATRICK TA Major Volume Plumping Lip Gloss:<br></b>Polybutene, Diisostearyl Malate, Hydrogenated Poly (C6-14 Olefin), Caprylic/Capric Triglyceride, Hydrogenated Polyisobutene, Simmondsia Chinensis (Jojoba) Seed Oil, Ethylene/Propylene/Styrene Copolymer, Helianthus Annuus (Sunflower) Seed Oil, Persea Gratissima (Avocado) Oil, Punica Granatum Flower Extract, Glycine Soja (Soybean) Oil, Mentha Piperita (Peppermint) Oil, Zingiber Officinale (Ginger) Root Extract, Cinnamomum Zeylanicum Bark Oil, Capsicum Frutescens Fruit Extract, Ascorbyl Palmitate, Tocopheryl Acetate, Tocopheryl Nicotinate, Vanillyl Butyl Ether, Glycerin, Octyldodecanol, Dibutyl Lauroyl Glutamide, Isostearic Acid, Menthyl Ethylamido Oxalate, Dibutyl Ethylhexanoyl Glutamide, Butylene/ Ethylene/Styrene Copolymer, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Polyglyceryl-3 Diisostearate, Hydroxymethoxyphenyl Propylmethylmethoxybenzofuran, Aqua (Water, Eau), Caprylyl Glycol, 1,2-Hexanediol, Phenoxyethanol, Aroma (Flavor), Benzyl Benzoate, Cinnamal, Cinnamyl Alcohol, Eugenol, Synthetic Fluorphlogopite. May Contain/Peut Contenir (+/-) : CI 45410 (Red 27 Lake), CI 73360 (Red 30 Lake), CI 42090 (Blue 1 Lake), CI 77491/CI 77492/CI 77499 (Iron Oxides), CI 77891 (Titanium Dioxide).<br><b><br>Charlotte Tilbury Lip Cheat Lip Liner - Pillow Talk Collection:<br></b>Octyldodecanol, Polybutene, Pentaerythrityl Tetraisostearate, Ethylene/Propylene Copolymer, Caprylic/Capric Triglyceride, VP/Hexadecene Copolymer, Diisostearyl Malate, Silica, Dicalcium Phosphate, Hydrogenated Styrene/Methyl Styrene/Indene Copolymer, Ozokerite, Stearalkonium Bentonine, Propylene Carbonate, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Crambe Abyssinica Seed Oil, Ethyl Vanillin, Bixa Orellana Seed Extract, BHT,Tin Oxide, [May Contain (+/-): Mica (CI 77019), Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Carmine (CI 75470), Red 6, Red 7, Red 7 Lake (CI 15850), Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985), Blue 1 Lake (CI 42090)].<br><b><br>Rare Beauty by Selena Gomez Stay Vulnerable Glossy Lip Balm:<br></b>Hydrogenated Polyisobutene, Ethylene/Propylene/Styrene Copolymer, Butylene/Ethylene/Styrene Copolymer, Caprylic/Capric Triglyceride, Phenoxyethanol, Tocopheryl Acetate, Helianthus Annuus (Sunflower) Seed Oil, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Gardenia Florida Fruit Extract, Nelumbo Nucifera Flower Extract, Nymphaea Odorata Root Extract, Benzyl Benzoate, Benzyl Salicylate, Fragrance/Parfum, [+/- May Contain/Peut Contenir: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, 77492, 77499), Red 30 Lake (CI 73360), Red 7 Lake (CI 15850), Blue 1 Lake (CI 42090), Yellow 5 Lake (CI 19140)].<br><b><br>HUDA BEAUTY Lip Contour 2.0 Automatic Matte Lip Pencil:<br></b>Dimethicone, Synthetic Wax, Trimethylsiloxysilicate, Phenylpropyldimethylsiloxysilicate, Kaolin, Mica, Diisostearyl Malate, Stearoxymethicone/Dimethicone Copolymer, Calcium Silicate, Synthetic Fluorphlogopite, Dicalcium Phosphate, Glycine Soja (Soybean) Seed Extract, Glycyrrhiza Glabra (Licorice) Leaf Extract, Dictyopteris Polypodioides Extract, Phospholipids, Copernicia Cerifera (Carnauba) Wax/Cera Carnauba/Cire De Carnauba, Caprylic/Capric Triglyceride, Polyhydroxystearic Acid, Microcrystalline Wax/Cera Microcristallina/Cire Microcrystalline, Disteardimonium Hectorite, Isostearic Acid, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Propylene Carbonate, Lecithin, Polyglyceryl-3 Polyricinoleate, Silica. May Contain (+/-): Yellow 5 Lake (Ci 19140), Titanium Dioxide (Ci 77891), Blue 1 Lake (Ci 42090), Red 7 (Ci 15850), Iron Oxides (Ci 77491, Ci 77492), Red 7 Lake (Ci 15850), Manganese Violet (Ci 77742), Yellow 6 Lake (Ci 15985).<br><b><br>PAT McGRATH LABS MatteTrance&trade; Lipstick:<br></b>Isononyl Isononanoate, Aluminum Starch Octenylsuccinate, Mica, Polybutene, Polyethylene, Dicalcium Phosphate, Paraffin, Bisdiglyceryl Polyacyladipate-2, Euphorbia Cerifera (Candelilla) Wax/Candelilla Cera/Cire De Candelilla, Caprylic/Capric Triglyceride, Microcrystalline Wax/Cera Microcristallin/Cire Microcrystalline, Copernicia Cerifera (Carnauba) Wax/Cera Carnauba/Cire De Carnauba, Kaolin, Nylon-12, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Polyhydroxystearic Acid, Propylene Carbonate, Squalane, Stearalkonium Hectorite, Synthetic Wax. (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Red 6 (Ci 15850), Red 7 Lake (Ci 15850), Red 28 Lake (Ci 45410), Yellow 6 Lake (Ci 15985), Blue 1 Lake (Ci 42090), Yellow 5 Lake (Ci 19140).<br><b><br>Glossier Glassy High-Shine Lip Gloss:<br></b>Hydrogenated Polyisobutene, Polybutene, Octyldodecanol, Simmondsia Chinensis (Jojoba) Seed Oil, Trihydroxystearin, Tocopheryl Acetate, Octyldodecanol, Caprylyl Glycol, 1,2-Hexanediol, Red 7 Lake (CI 15850), Red 6 (CI 15850), Red 21 Lake (CI 45380).<br><b><br>tarte Maracuja Juicy Lip Plump:<br></b>Diisostearyl Malate, Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Bis-Diglyceryl Polyacyladipate-2, Polyglyceryl-2 Triisostearate, Hydrogenated Polyisobutene, Ceresin, Menthone Glycerin Acetal, Microcrystalline Wax/Cera Microcristallina/Cire Microcrystalline, Passiflora Edulis Seed Oil, Passiflora Incarnata Fruit Extract, Flavor/Aroma, Vitis Vinifera (Grape) Seed Oil, Citrullus Lanatus (Watermelon) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Euterpe Oleracea Fruit Extract, Fragaria Vesca (Strawberry) Fruit Extract, Lycium Barbarum Fruit Extract, Malpighia Punicifolia (Acerola) Fruit Extract, Prunus Persica (Peach) Fruit Extract, Punica Granatum Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Tocopherol, 1,2-Hexanediol, Ethylhexyl Palmitate, Benzyl Benzoate, Tocopheryl Acetate, Trihydroxystearin, Benzyl Alcohol, Sodium Hyaluronate. (+/-): Titanium Dioxide (CI 77891), Iron Oxides (CI 77499), Red 7 Lake (CI 15850), Yellow 6 Lake (CI 15985), Yellow 5 Lake (CI 19140), Blue 1 Lake (CI 42090)."
2-in-1 Brush-on Lash Adhesive,P480347,"<b>White/Clear Adhesive:<br></b>Acrylates/EthylhexyArcylate Copolymer, Retinol, Ascorbic Acid, Tocopherol.<br><br><b>Dark Adhesive:</b> <br>Acrylates/Ethylhexyl Acrylate Copolymer, Water, Retinol, Ascorbic Acid, Tocopherol, Ceteareth-25, Propylene Glycol, PEG-60 Hydrogenated Castor Oil, Glycerin, Phenoxyethanol, Iron Oxides (CI 77499)."
Mini Limitless Lash Lengthening Mascara,P444439," -Arginine (Keratin): Fortifies and nurtures lashes.<br>-Shea Butter: Weightlessly conditions lashes.<br>-Beeswax: Nourishes lashes.<br><br> Water, Beeswax*, Butyrospermum Parkii (Shea) Butter*, Polyglyceryl-6 Distearate, Dimer Dilinoleyl Dimer Dilinoleate, Glycerin, Cera Carnauba/Copernicia Cerifera (Carnauba) Wax *, Polyglyceryl-10 Myristate, Cetyl Alcohol, Glyceryl Caprylate, Leuconostoc/Radish Root Ferment Filtrate, Zea Mays (Corn) Starch*, Xanthan Gum, Arginine, Phenethyl Alcohol, Biotin, Urtica Dioica (Nettle) Extract, 1,2-Hexanediol, Caprylyl Glycol, Sodium Benzoate, Citric Acid, Potassium Sorbate, Benzoic Acid, Myristoyl Pentapeptide-17, Iron Oxide (Ci 77499).<br><br><b>Clean at Sephora products are formulated without the following banned or restricted ingredients (please see Clean at Sephora landing page for full list of specific restrictions and allowances by category – this is not an exhaustive list): </b><br>
Acrylates, Aluminum Salts, Animal Musks/Fats/Oils, Benzophenones and related compounds, Butoxyethanol, Butylated hydroxyanisole (BHA), Butylated hydroxytulolene (BHT) under 0.1% , Carbon Black or Black 2, Coal Tar, Ethanolamines, Formaldehyde and Formaldehyde Releasing Agents, Hydroquinone, Lead and Lead Acetate, Mercury + Mercury Compounds (Thimerisol), Methoxyethanol, Methyl Cellosolve, Methylchloroisothiazolinone and Methylisothiazolinone, Mineral Oil, Nanomaterials (restrictions for specific nanomaterials only), Oxybenzone, Parabens, Petrolatum and Parrafin (USP grade only), Phenoxyethanol under 1%, Phthalates, Plastic Microbeads, Polyacrylamide & Acrylamide, Resorcinol, Retinyl Palmitate, Styrene, Sulfates, Talc (no detection of asbestos) , Toluene, Triclosan and Triclocarban, Undisclosed Synthetic Fragrance (under 1% and formulated without Acetaldehyde, Acetone, Acetonitrile, Benzalkonium chloride, BPA, EDTA, Methylene chloride, PTFE, PFOA), 1, 4, Dioxane (ingredients must comply with impurity thresholds), Octinoxate, PFAS compounds, Nitromusks and Polycyclic Musks, Ethoxylated Ingredients (including PEGS or polyethylene glycol must meet contamination limits for 1’4 Dioxane and ethylene oxide), Cyclic Silicones, EDTA and derivatives (allowed if no technical substitute under 0.2%)"
